2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H8554,Local CCP,VALLEY BAPTIST INSURANCE COMPANY,Valley Baptist Health Plans,"Vanguard Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8578,Local CCP,"HEALTH NEW ENGLAND, INC.",HNE Medicare Advantage Plans,"Baystate Health, Inc.",87%,73%,94%,95%,83%,81%,66%,78%,55%,89%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,84%,95%,92%,71%,82%,Not enough data available,39%,63%,9%,86%,77%,94%,87%,90%,85%,0.16,80,4%,Medicare shows only a Star Rating for this topic,95%,84%,85%
H8583,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN, INC","UnitedHealthcare Community Plan, Inc.","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8604,Local CCP,THP INSURANCE COMPANY,Health Plan SecureChoice,Health Plan of the Upper Ohio Valley,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,74%,Not enough data available,Not enough data available,45%,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,87%,75%,93%,87%,89%,86%,0.17,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,77%
H8634,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross and Blue Shield of NM, OK",Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8644,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,55%,43%,83%,82%,60%,71%,69%,71%,41%,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,55%,87%,59%,41%,60%,70%,30%,50%,13%,84%,75%,86%,84%,83%,83%,0.38,100,8%,Medicare shows only a Star Rating for this topic,99%,Not enough data available,96%
H8649,Local CCP,"ALTIUS HEALTH PLANS, INC.",Altius Health Plans,Aetna Inc.,67%,68%,81%,82%,61%,71%,64%,74%,51%,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,73%,88%,81%,58%,69%,94%,35%,56%,13%,87%,75%,89%,86%,84%,85%,0.15,80,5%,Medicare shows only a Star Rating for this topic,78%,Not enough data available,92%
H8677,Demo,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8684,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,78%,66%,88%,85%,81%,85%,Not enough data available,Not enough data available,54%,68%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,82%,91%,75%,56%,61%,Not enough data available,41%,60%,17%,86%,77%,88%,86%,84%,86%,0.14,20,2%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,95%
H8707,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,68%,56%,86%,85%,71%,75%,64%,77%,47%,79%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,57%,90%,64%,43%,60%,83%,33%,59%,11%,87%,74%,90%,86%,87%,86%,0.20,100,22%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
H8748,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",62%,48%,87%,87%,64%,74%,66%,73%,53%,70%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,54%,87%,69%,45%,57%,75%,33%,52%,9%,85%,76%,86%,85%,84%,86%,0.40,0,16%,Medicare shows only a Star Rating for this topic,89%,Not enough data available,96%
H8764,Local CCP,ASPIRE HEALTH PLAN,Aspire Health Plan,Community Hospital Foundation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8786,Demo,"AMERIGROUP TEXAS, INC.",Amerigroup,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8822,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,64%,45%,79%,79%,78%,80%,Not enough data available,Not enough data available,54%,44%,No data available,No data available,No data available,Not enough data available,71%,88%,40%,29%,26%,Not enough data available,38%,66%,17%,86%,77%,87%,87%,85%,87%,0.36,64,13%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96%
