2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5859,Local CCP,"CareOregon, Inc.",CareOregon Advantage,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not available,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5862,PFFS,"Blue Cross of Idaho Health Services, Inc.",Blue Cross of Idaho,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,5 stars
H5868,Local CCP,Humana Inc.,Humana Insurance Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5883,Local CCP,Blue Cross Blue Shield of Michigan,Blue Care Network,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not available,3 out of 5 stars,5 stars,4 out of 5 stars
H5884,PFFS,BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,Not available,5 stars,3 out of 5 stars,4 out of 5 stars
H5887,Local CCP,First Medical Health Plan,"First Medical Health Plan, Inc.",Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars
H5895,Local CCP,Contra Costa Health Services,Contra Costa Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars
H5896,Local CCP,AMERIGROUP Corporation,AMERIGROUP Community Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,Not available,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H5909,Demo,Universal American Corp.,Universal American,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5918,Demo,"UnitedHealth Group, Inc.",Erickson Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5926,Local CCP,"Molina Healthcare, Inc.,",Molina Healthcare of Michigan,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,5 stars,4 out of 5 stars,2 out of 5 stars
H5928,Local CCP,Care1st Health Plan,Care1st Medicare Advantage Plan,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,Not available,5 stars,5 stars,2 out of 5 stars
